Id,	OverallQual, GrLivArea,	BedroomAbvGr,	FullBath,	HalfBath,	YearBuilt,	YearRemodAdd,	TotalBsmtSF,	GarageCars,	GarageArea,	LotArea,	Neighborhood,	HouseStyle,	ExteriorQuality,	SalePrice
611	9	1552	3	2	0	1974	2023	711	3	74	22823	Somerst	SLvl	Typical	474904
612	5	3167	4	3	0	2014	2014	2198	0	383	21054	NAmes	2Story	Poor	479641
613	8	4149	4	3	1	1964	1964	2176	0	316	16351	OldTown	1.5Fin	Good	551065
614	4	4133	1	1	0	1972	1981	757	2	857	23760	Somerst	SLvl	Poor	469352
615	7	3441	4	1	0	1973	2005	1400	1	891	21201	NridgHt	1.5Fin	Excellent	636704
616	7	1230	3	1	0	2022	2022	832	3	140	11173	Somerst	SLvl	Fair	438297
617	3	4339	1	1	0	1959	1984	862	0	945	9877	OldTown	1.5Fin	Good	413276
618	3	2623	3	2	1	1980	1983	1676	1	584	28435	CollgCr	2Story	Good	396233
619	1	2639	3	3	0	1982	1982	733	0	307	29198	NridgHt	SLvl	Typical	384856
620	2	3276	1	1	0	2010	2010	373	2	407	2372	NridgHt	1.5Fin	Excellent	465130
621	5	3554	5	3	0	1986	1986	648	3	441	24037	NridgHt	SLvl	Good	630425
622	5	4307	2	2	1	2023	2023	2324	0	170	5289	CollgCr	1Story	Excellent	611473
623	2	2788	2	2	1	2006	2006	648	1	868	26045	OldTown	1.5Fin	Poor	281680
624	5	2901	3	3	1	2003	2003	909	3	12	18281	CollgCr	1.5Fin	Typical	477283
625	7	3457	5	1	1	2007	2015	1572	0	69	21102	NridgHt	1Story	Excellent	698285
626	3	1446	4	3	1	1962	1988	253	3	273	21490	NridgHt	2Story	Excellent	450313
627	4	1661	4	1	1	1984	1984	671	3	143	18740	CollgCr	SLvl	Typical	344051
628	4	2965	2	2	1	1994	2021	436	0	61	8644	CollgCr	1.5Fin	Poor	374943
629	6	662	5	3	0	1965	2000	2311	0	383	24505	Edwards	SLvl	Fair	340900
630	4	1714	5	2	0	1959	1982	2332	2	377	17291	OldTown	1Story	Typical	324100
631	8	3344	3	1	0	1960	1960	1890	0	125	17034	OldTown	1Story	Good	474377
632	4	4403	3	2	0	2009	2009	618	2	811	10574	OldTown	SLvl	Excellent	501099
633	5	2530	1	2	0	1999	1999	1541	0	883	1786	Somerst	2Story	Poor	441565
634	4	2039	4	1	1	1971	1971	1656	2	720	17292	NridgHt	SLvl	Fair	432945
635	2	2205	5	3	1	2006	2006	2174	1	522	11335	NridgHt	SLvl	Fair	428662
636	7	3210	3	1	0	2002	2002	390	2	948	20291	OldTown	2Story	Excellent	529405
637	3	2632	3	2	0	2012	2025	1841	3	350	11889	Somerst	SLvl	Poor	461523
638	3	495	3	2	0	2019	2019	485	1	427	29226	Somerst	SLvl	Fair	299130
639	8	2611	1	1	1	2017	2018	1422	2	15	20905	CollgCr	1Story	Fair	552302
640	10	2040	4	3	0	1963	1991	2198	2	708	14487		1Story	Poor	565723
641	7	3273	4	2	0	2008	2008	155	3	92	21684	OldTown	1Story	Good	507271
642	10	3988	5	1	0	1979	2004	370	0	666	19974	Edwards	1.5Fin		598027
643	9	4347	5	2	1	1980	1984	2033	0	783	19186	Somerst	1Story	Typical	677230
644	5	2902	3	2	0	1999	1999	46	1	217	17974	NridgHt	2Story	Excellent	545886
645	8	1886	5	2	1	1995	1995	1713	2	612	28059	NridgHt	2Story	Typical	610740
646	4	2220	3	3	1	1981	2000	1253	3	303	10550	Somerst	1Story	Fair	407449
647	5	1123	4	2	0	2025	2025	866	1	398	13822	Edwards	2Story	Fair	326199
648	6	4238	4	3	1	1963	2003	2157	0	530	8712	OldTown	1.5Fin	Excellent	578752
649	10	3874	5	2	1	1957	2024	2123	2	249	17731	OldTown	SLvl	Typical	613755
650	9	3902	4	2	1	1952	1981	815	2	797	29655	NridgHt	2Story	Poor	689827
651	5	1745	1	1	0	2011	2011	11	1	395	18839	CollgCr	1.5Fin	Good	390504
652	7	1721	1	2	1	1980	1980	320	0	462	7395	Edwards	1.5Fin	Good	378501
653	3	3912	3	1	1	1983	2013	268	3	815	27764	Somerst	2Story	Fair	443920
654	9	2633	3	3	0	1999	1999	2456	3	227	24023	NAmes	1.5Fin	Typical	585612
655	6	3289	4	3	0	1983	2023	1492	2	452	14044	Edwards	SLvl	Typical	503150
656	6	2408	3	3	1	1993	1993	1692	2	994	5677	CollgCr	1Story	Poor	490887
657	8	2215	3	3	1	1954	2013	577	1	400	12976	CollgCr	1.5Fin	Poor	475808
658	7	2992	5	1	1	1961	2009	2127	1	115	24424	Edwards	1Story	Good	538711
659	1	3734	2	1	1	2020	2020	1807	0	284	17948	NAmes	SLvl	Good	378692
660	3	1770	3	3	0	1984	2019	1881	0	956	6793		1.5Fin	Good	346161
661	2	3718	3	2	0	1962	1964	1171	1	759	6018	OldTown	1Story	Fair	348513
662	8	1401	3	1	1	1978	1995	1746	1	809	29064	Edwards	1.5Fin	Typical	424531
663	1	2051	5	1	0	1975	1975	1360	0	253	14246	NAmes	2Story	Excellent	320760
664	3	4142	5	3	0	1970	1972	961	3	839	21051	OldTown	1Story	Fair	444059
665	6	4314	3	2	1	1972	1972	1486	1	393	11778	CollgCr	SLvl	Good	579585
666	7	4188	3	1	0	2005	2005	811	2	795	4068	Edwards	2Story	Poor	503815
667	6	1696	3	3	0	1958	1996	2383	1	881	13240	CollgCr	1Story	Poor	399347
668	9	3858	1	1	0	1973	2006	1793	1	208	21256	NAmes	1.5Fin	Excellent	674210
669	10	4238	3	2	0	1985	1985	1848	3	939	11000	Edwards	2Story	Poor	642642
670	2	4411	2	1	0	1991	1991	1792	2	633	18703	NridgHt	1.5Fin	Good	555266
671	10	485	1	2	0	2016	2016	1121	3	731	13986	Edwards	1Story	Typical	441119
672	7	3455	1	2	0	2020	2020	2377	1	757	11120		SLvl	Excellent	572175
673	7	4487	3	3	0	1972	2017	519	1	168	8768	OldTown	2Story	Typical	531218
674	1	3535	1	2	1	1990	1990	1422	1	746	8931	NAmes	2Story	Good	377232
675	7	1356	4	1	1	1951	1980	173	2	213	8787	CollgCr	SLvl	Excellent	447759
676	8	3527	3	1	1	1996	1996	736	1	271	21985	OldTown	1.5Fin	Excellent	550655
677	6	831	2	1	1	1961	2012	1436	1	116	11114	Edwards	1Story	Good	304155
678	1	2370	4	2	0	1955	1959	1224	0	181	22629	OldTown	1.5Fin	Poor	216924
679	6	2968	3	1	1	2001	2012	2353	2	979	10365	NridgHt	1.5Fin	Poor	527436
680	10	2271	4	2	1	1963	1963	1534	2	328	10825	Edwards	2Story	Typical	513635
681	8	3270	4	3	0	1986	1986	1029	2	387	27841	NAmes	1Story	Good	575718
682	2	1385	1	3	0	1957	2016		3	480	26473	Edwards	1Story	Good	299194
683	10	2886	2	2	1	2006	2006	1529	3	713	12920	Edwards	SLvl	Good	643957
684	10	3044	3	3	1	2008	2008	1978	3	574	9161		1Story	Poor	569059
685	2	2999	5	3	0	1993	1999	691	0		21896	OldTown	1.5Fin	Poor	349858
686	9	1586	1	2	0	2013	2013	1462	3	837	3491	NridgHt	SLvl	Poor	545458
687	5	1652	1	3	0	1983	2002	1437	1	496	14509	OldTown	2Story	Typical	344423
688	6	1457	5	1	0	1964	1982	23	1	769	18596	OldTown	1Story	Good	315271
689	5	2293	5	3	1	1961	1970		1	911	20760	CollgCr	1.5Fin	Poor	453443
690	8	2803	1	1	1	1966	1980	1425	1	676	4551	NAmes	1.5Fin	Excellent	529385
691	10	1886	3	3	0	1965	1965	605	3	35	1585	CollgCr	1Story	Fair	504796
692	8	2081	4	3	1	1974	1974	1584	2	263	9385	Somerst	1.5Fin	Good	512780
693	10	1574	1	2	1	1966	1994	1695	3	618	4898	NridgHt	1Story	Good	606992
694	10	1297	2	1	1	1994	1994	2289	3	479	15955	Edwards	2Story	Poor	490334
695	1	3096	2	2	0	1961	1961	85	1	285	27706	Somerst	2Story	Excellent	388544
696	3	3746	4	2	1	1997	1999	1034	2	335	9661	Edwards	SLvl	Excellent	487009
697	8	1592	2	3	1	1975	1982	450	2	78	14431	Edwards	SLvl	Excellent	486705
698	6	3929	3	3	1	2002	2002	1436	1	235	7627	OldTown	1.5Fin	Poor	462548
699	1	2741	2	2	0	1988	2006	1254	2	783	2753	NAmes	1.5Fin	Fair	326447
700	1	1087	4	3	0	2018	2018	1187	2	10	21541	OldTown	1Story	Fair	221510
701	6	1900	1	2	1	1983	1983	2456	3	837	8807	NridgHt	1Story	Typical	519078
702	7	430	2	2	0	1972	1972		3	339	17090	Edwards	SLvl		391888
703	2	560	2	3	1	1994	1994	1027	2	808	20968	Somerst	2Story	Good	311545
704	2	1778	5	3	0	2000	2005	168	3	256	25434	NAmes	1.5Fin	Good	288150
705	2	2263	5	2	1	1983	1983	724	0	829	6789	CollgCr	1.5Fin	Typical	317651
706	6	3670	3	2	0	1992	2011	2244	3	572	18065	CollgCr	2Story	Excellent	599771
707	1	950	1	3	0	1985	1985	1129	1	852	27457	OldTown	1.5Fin	Excellent	277026
708	6	3841	4	3	0	1973	1973	2276	1	62	15278	NridgHt	1.5Fin	Excellent	693352
709	5	1361	3	2	0	1973	2015	1332	3	798	2657	OldTown	1Story	Excellent	389044
710	5	967	5	1	0	2018	2018	1370	1	270	8946	Edwards	1.5Fin	Good	336468
711	7	3270	2	1	0	2001	2001		3	359	24150	Edwards	1Story	Poor	466644
712	6	3575	5	1	0	1957	2022	1391	1	44	24074	OldTown	2Story	Fair	447825
713	8	2880	5	2	1	2023	2023	166	1	955	10463	NridgHt	SLvl	Good	666653
714	8	874	2	2	1	2004	2004	143	1	642	7111	CollgCr	SLvl	Fair	386308
715	10	873	4	3	1	1953	2002	1189	1	981	9815	NAmes	1Story	Poor	396644
716	8	1999	2	1	0	2005	2005		3	568	8403	Somerst	1.5Fin	Excellent	591038
717	6	2247	2	3	1	1994	1996	1377	0	158	22618	Edwards	1.5Fin	Typical	447772
718	5	4495	2	2	1	2019	2019	1073	2	337	25486	CollgCr	1.5Fin	Excellent	658528
719	3	1574	4	1	0	1987	1991		3	440	2828	NridgHt	SLvl	Fair	381684
720	6	1189	2	2	1	1989	1989	1773	1	147	22624	NAmes	1Story	Fair	392245
721	2	4279	4	1	1	1973	2011	1512	2	932	22945	CollgCr	1.5Fin	Fair	465206
722	10	1031	3	3	0	1974	1988	117	1	958	18967	NAmes	2Story	Fair	412028
723	9	508	4	3	0	1996	1996	1131	0	564	26332	CollgCr	1Story	Typical	459328
724	2	2133	5	3	0	2012	2017	1777	2	584	2609	Somerst	2Story	Fair	389732
725	8	2044	1	2	0	2017	2017	1961	3	704	21443	Somerst	1Story	Excellent	611935
726	2	2941	5	2	1	2008	2008	717	2	679	5126	Edwards	1.5Fin	Fair	333339
727	8	3999	1	1	1	1996	2021	2313	1	62	27065	NridgHt	1.5Fin	Typical	671723
728	1	4225	3	3	1	1988	2008	1629	0	531	15749	NAmes	1.5Fin	Excellent	442395
729	5	1587	2	1	0	1975	2015	1094	3	777	4089		1Story		368732
730	7	4422	4	1	0	2008	2008	1568	3	807	22771	NAmes	SLvl	Poor	623017
731	8	2994	4	1	1	1974	2019	2179	3	596	22853	NridgHt	1Story	Poor	626128
732	5	685	5	2	0	1970	1970	567	1	897	14727	Edwards	2Story	Typical	286519
733	10	4248	3	1	1	2015	2015	376	2	586	10347	Somerst	2Story		690703
734	8	965	5	1	1	1994	1994	1101	1	383	1992		1.5Fin	Excellent	441748
735	3	2813	2	2	0	1976	1980	209	0	443	27377	OldTown	2Story	Poor	321637
736	7	3642	2	3	1	2015	2015	2089	0		6751	Somerst	SLvl	Typical	572695
737	8	1422	2	2	0	2023	2023	2427	1	887	25517	NridgHt	SLvl	Fair	576814
738	4	1509	3	3	0	1974	1983	1514	2	230	18280	CollgCr	SLvl	Typical	377523
739	8	2352	4	3	0	1989	2019	2450	0	293	21028	NridgHt	1Story	Typical	621457
740	9	4028	5	3	0	1986	1998	171	2		21285	Somerst	SLvl	Fair	684297
741	9	1316	2	2	0	2003	2003	1581	1	764	25956	NAmes	1Story	Poor	496414
742	8	3120	2	3	1	2022	2022	1107	3	399	2452	NridgHt	SLvl		610568
743	7	2256	5	3	1	1991	1991	693	1	643	29749		SLvl	Typical	519622
744	3	858	3	3	0	2010	2010	779	0	6	2734	Edwards	1Story	Fair	224639
745	8	3315	2	2	1	1995	1995	1363	1	292	29974	NAmes	1Story	Fair	538430
746	4	3814	5	1	1	2017	2017	1604	3	956	8947	CollgCr	1.5Fin		500983
747	6	2760	3	2	0	1980	1980	410	1	577	25607	Edwards	1Story	Poor	415239
748	4	1123	5	3	0	1979	1994	1537	2	869	3879		SLvl	Poor	349093
749	4	1038	5	3	0	1982	2003	2317	3	217	14636	Somerst	1.5Fin	Fair	371786
750	2	2136	5	2	1	2025	2025	26	1	291	16946	OldTown	1.5Fin	Poor	252733
751	10	2476	3	1	1	1996	1996	2196	2	975	28699	Somerst	SLvl	Fair	623432
752	2	2664	4	2	0	1961	1992	1519	0	998	5025	NAmes	1Story	Fair	294642
753	1	1399	5	3	1	1953	2010	855	1	877	2539	NridgHt	1.5Fin	Fair	310960
754	10	2453	2	2	0	1989	1989	1837	1	317	19974	CollgCr	SLvl	Poor	566304
755	6	1610	1	2	1	2011	2011	1545	2	802	2903	Edwards	1Story	Poor	379339
756	5	3213	2	2	1	1986	2001	1922	3		23651	NridgHt	1Story	Excellent	609257
757	8	3666	4	1	1	1992	1992	203	1	844	2592	CollgCr	1Story		561334
758	4	3076	3	1	0	2010	2010	147	1	852	29160	OldTown	2Story	Poor	390318
759	2	405	1	3	0	1989	2017	1605	3	435	16682	Somerst	1Story	Fair	275002
760	8	4468	3	1	1	2019	2019	759	1	304	28530	NridgHt	1Story	Fair	695696
761	2	497	1	3	0	1998	1998	595	2	975	5109		SLvl	Excellent	283114
762	6	4498	3	1	0	2005	2005	1053	2	450	9291	Edwards	2Story		601144
763	10	530	3	2	0	2009	2020	1813	0	432	14464	CollgCr	2Story	Good	525143
764	10	2518	4	2	1	1997	1997	449	3	666	2338	Edwards	2Story	Poor	530355
765	4	834	3	3	0	1953	2007	2433	1	937	4433	OldTown	SLvl	Typical	276022
766	8	790	3	3	1	1982	1995	1052	2	130	10888	NAmes	2Story	Typical	389962
767	7	3202	4	2	1	1960	1977	376	1	985	22506	NridgHt	2Story	Good	634361
768	5	3384	4	2	1	1988	1988	177	3	422	21692	Edwards	SLvl	Excellent	517368
769	2	884	5	3	1	1960	2003	2144	2	25	3974	OldTown	1Story	Fair	208099
770	4	4405	2	2	0	1988	2015	283	0	309	3204	NAmes	2Story	Typical	470567
771	7	1714	3	1	1	1976	1976	1047	0	462	20197	NAmes	1.5Fin	Fair	382749
772	10	1705	2	2	1	1951	2014	1672	3	677	11752	OldTown	1.5Fin	Fair	504734
773	1	1617	3	1	1	1959	2013	1283	2	566	24076	Edwards	SLvl	Fair	259737
774	8	2291	1	2	1	1988	1988	656	1	136	9994	CollgCr	SLvl	Good	483363
775	9	1129	3	2	1	1955	1958	269	0	488	11841	Somerst	2Story	Typical	452512
776	10	2142	1	1	1	2015	2015	1779	0	232	7751	OldTown	SLvl	Good	528305
777	5	1261	3	1	1	2007	2014	1226	3	269	9095	NAmes	1Story	Good	422385
778	2	610	5	3	0	2003	2003	120	3	712	21625	Edwards	1Story	Fair	213533
779	3	1912	5	2	0	1963	1998	453	1	804	14930	CollgCr	SLvl	Excellent	409770
780	9	3156	3	1	0	2010	2025	1407	0	156	20284	NAmes	1Story	Poor	538995
781	9	3529	1	3	1	1998	1998	421	1	602	3741	NAmes	2Story	Excellent	587584
782	7	1849	2	3	0	1979	1979	979	0	422	16762	CollgCr	1.5Fin	Poor	414144
783	2	1727	1	3	0	1950	2025	311	2	336	14571	Edwards	2Story		239517
784	2	3629	4	3	1	1990	1990	1993	2	713	27457	NridgHt	SLvl	Excellent	561399
785	5	3193	5	3	0	2010	2010	1576	3	249	13569	CollgCr	2Story	Good	547025
786	6	3812	3	2	1	1952	1983	1960	1	766	4439	NAmes	1.5Fin	Fair	509169
787	1	4115	1	1	1	1953	1989	131	0	401	21370	CollgCr	1Story	Excellent	414139
788	7	3767	1	3	0	1979	1979	939	0	94	5766	CollgCr	1Story	Poor	490109
789	6	4240	5	1	0	1988	2001	669	1	793	27409	CollgCr	1Story	Good	584264
790	1	2108	2	1	1	1986	2002	1557	2	852	12428	CollgCr	1.5Fin	Typical	309036
791	1	2018	1	3	1	1982	1982	2054	0	563	23860	NridgHt	1Story	Fair	369670
792	5	1718	1	3	1	1969	1986	569	3	724	20193	OldTown	1.5Fin	Excellent	413867
793	8	1364	2	2	1	1954	1954	1925	1	147	14749	Edwards	2Story	Good	426978
794	9	3470	4	3	0	1952	1966	1451	3	339	18146	Somerst	1.5Fin	Poor	584265
795	5	3329	5	3	1	1957	2025	2060	1	350	6707	NAmes	SLvl	Poor	441472
796	3	3686	2	3	0	2002	2002	203	0	764	3610	CollgCr	SLvl	Poor	396078
797	10	1086	4	1	0	2009	2009	2478	0	352	23340	OldTown	1Story		495106
798	5	2414	1	2	1	1983	2017	1086	2	729	28816	OldTown	SLvl	Typical	422628
799	4	1310	1	1	0	1955	2004	700	2	307	26065	NAmes	SLvl	Good	349456
800	5	4062	1	3	1	1981	2010	457	3	601	10194	Edwards	1.5Fin	Good	505246
801	1	1496	5	1	1	2024	2024	2463	3	210	11704	CollgCr	1Story	Poor	314444
802	4	990	3	3	0	1968	1987	2209	0	559	11731	CollgCr	1.5Fin	Typical	305685
803	6	2737	5	1	1	1987	1998	328	1	80	21523	Edwards	1.5Fin	Good	451920
804	10	4005	1	2	1	1990	1990	1112	0	735	19274	NridgHt	1.5Fin	Excellent	741609
805	8	4155	1	1	0	1975	2017	1834	0	29	24200	NridgHt	2Story	Fair	652217
806	8	794	5	3	1	1983	1983	1477	0	1000	28438	NridgHt	1.5Fin	Poor	549823
807	6	1736	1	2	0	1985	2017	472	0	839	12683	OldTown	1.5Fin		321422
808	2	1029	1	3	1	1986	2016	901	2	579	20387	NAmes	2Story	Fair	237879
809	4	1662	3	1	0	2004	2004		0	910	15762	CollgCr	SLvl	Typical	360085
810	10	2589	4	2	1	1994	2003	722	0	809	28711	OldTown	1.5Fin	Fair	520039
811	1	1550	2	3	1	1954	2025	2402	0	142	11589	CollgCr	2Story	Poor	238457
812	9	676	3	3	1	1950	1993	507	2	745	6846	CollgCr	1.5Fin		458582
813	7	2491	4	1	0	1981	1981		2	377	12297	NAmes	SLvl	Fair	477978
814	3	616	3	2	1	2018	2018	2280	3	856	19136	CollgCr	2Story	Typical	349635
815	8	1329	2	2	0	1952	1988	1987	0	864	28671	Edwards	1.5Fin	Poor	390855
816	9	402	1	2	0	1955	1959	1999	0	955	25123	OldTown	1Story	Good	386353
817	1	756	3	2	1	2001	2001	397	1	451	2023	NAmes	2Story	Typical	207774
818	2	2189	5	1	1	1984	2001	333	2	193	16007	Edwards	1.5Fin	Fair	279948
819	7	3888	4	3	1	1967	1984	1958	0	125	6035	NridgHt	SLvl	Excellent	619052
820	10	3576	5	1	0	1965	1966	1867	0	165	11822	OldTown	1.5Fin	Good	622763
821	1	805	1	1	1	2000	2010	1855	1	992	28403	CollgCr	1.5Fin	Poor	238158
822	7	542	1	3	1	1989	1989	1046	0	586	29566	CollgCr	2Story	Poor	375272
823	2	1786	3	3	1	1998	1998	1309	1	352	5879	OldTown	1.5Fin	Poor	257949
824	7	3074	1	2	0	1971	1985	38	3	449	5518	CollgCr	2Story	Typical	494367
825	7	3462	3	3	1	1990	1990	727	2	173	21345	NridgHt	1Story	Fair	621584
826	1	3775	5	2	1	2015	2015	1321	1	571	13211	NridgHt	1Story	Fair	463873
827	7	1803	2	2	1	1974	2019	314	1	426	13836	OldTown	1.5Fin	Typical	355374
828	9	1088	3	1	0	1980	2021	325	3	798	26392	NridgHt	SLvl	Typical	544381
829	9	508	4	1	0	1962	2016	113	2	21	27737	NridgHt	2Story	Poor	483805
830	1	1002	1	2	0	1998	1998	525	2	932	27164	NAmes	SLvl		189930
831	3	667	5	2	1	1952	1954	2483	3	60	23815	OldTown	SLvl	Good	263839
832	3	3930	2	3	0	1968	2011	1740	0	417	29441	Edwards	1.5Fin	Excellent	509712
833	5	1500	5	2	0	2004	2004	2371	0	340	22016	OldTown	SLvl	Excellent	405289
834	2	3775	4	3	1	1951	2006	643	1	718	26719	OldTown	2Story	Excellent	418674
835	9	2668	1	2	0	2025	2025	1497	1		16901	OldTown	2Story	Typical	518891
836	8	2610	4	1	1	1980	2000	2230	0	196	2952	Somerst	1.5Fin	Excellent	584875
837	9	2265	1	3	1	1980	1994	880	0	491	24769	CollgCr	1.5Fin	Excellent	553964
838	2	3759	3	2	0	1990	2019	1643	3	535	27999	Edwards	1.5Fin	Excellent	468166
839	1	578	5	2	0	1998	1998	1732	2	464	10401	CollgCr	2Story	Poor	221826
840	10	780	5	2	1	1984	1984	2081	2	21	13703	NridgHt	SLvl	Poor	544834
841	3	2136	5	1	0	2017	2025	2424	0	178	17805	NAmes	1Story	Typical	388856
842	7	2017	3	2	1	2023	2023	1538	1	504	20071	NAmes	1Story	Typical	509887
843	10	2637	3	2	0	1965	2000	1456	2	260	20731	NAmes	2Story	Excellent	643877
844	1	3425	2	2	0	2003	2003	2172	2	545	12737	OldTown	1Story	Fair	354553
845	1	2809	5	1	0	1972	2005	1711	2	163	25851	Edwards	2Story	Excellent	369565
846	1	1455	3	2	1	2025	2025	904	2	736	24690	NridgHt	1.5Fin	Excellent	406600
847	2	1742	4	2	0	1969	1993	1575	1	188	28355	OldTown	2Story	Excellent	320264
848	1	3485	2	2	0	1972	2016	1373	3	650	17914	CollgCr	1Story	Poor	382272
849	9	1226	4	1	0	2004	2004	572	1	837	3707	OldTown	2Story	Fair	408257
850	7	2467	2	2	0	2009	2009	1290	0	358	25598	NAmes	1.5Fin	Fair	478064
851	10	2609	4	1	0	1959	1964	1559	3	139	3765	OldTown	SLvl	Good	524780
852	9	3476	1	2	1	1992	1992	2260	0	5	7022	Somerst	SLvl	Good	648830
853	10	3329	1	1	1	1976	2014	1451	1	360	9627	NAmes	1.5Fin	Typical	601583
854	3	2305	2	2	0	1996	1996	412	0	115	6772	Somerst	1Story	Poor	340264
855	3	1667	3	3	1	1992	1999	2470	0	882	22127	CollgCr	1Story	Typical	378195
856	9	1908	4	3	1	2024	2024	1445	1	974	14051	Somerst	2Story		586980
857	3	2087	2	3	1	2020	2020	718	0	981	7751	Somerst	1Story	Typical	367782
858	1	1298	1	3	1	1999	2004	1886	1	923	1635	Somerst	1.5Fin	Fair	268486
859	7	2964	2	1	0	2001	2001	962	3	587	7667	Somerst	2Story		538282
860	9	1254	3	2	1	2018	2018	925	0	325	21247	Somerst	SLvl	Good	540923
861	10	3060	3	2	1	1963	1990	2099	3	446	24138	CollgCr	2Story	Typical	616836
862	10	3481	4	3	1	2005	2007	2169	1	259	9937	NAmes	2Story	Excellent	681545
863	2	4344	2	2	0	2008	2015	1310	2	841	3587	OldTown	1.5Fin	Fair	401346
864	8	887	4	3	1	1959	1997	932	1	436	17383	Edwards	1Story	Good	396172
865	9	3515	4	1	1	2016	2016	2159	1	385	23813	Edwards	SLvl	Excellent	663911
866	7	752	4	1	1	2003	2009	433	0	690	3495	Somerst	1.5Fin	Fair	372410
867	9	1783	3	1	0	1976	1976	1868	2	374	24173	CollgCr	1.5Fin	Fair	496799
868	9	1122	5	2	0	1986	1986	1460	3	357	6363		2Story	Poor	521187
869	5	1065	2	2	1	1987	1987	2135	2	227	8850	OldTown	SLvl	Fair	311230
870	1	1119	4	1	0	2019	2019	1051	2	67	19252	CollgCr	SLvl	Poor	225048
871	5	580	1	3	0	2023	2023	2080	2	38	2964	Somerst	1Story	Good	392596
872	3	3775	1	3	1	2011	2011	37	1		10211	NAmes	1.5Fin	Poor	395022
873	2	650	5	2	1	1999	2009	1896	0	996	5458	OldTown	SLvl	Good	220304
874	2	2034	3	1	0	1957	1977		2	260	7619	Somerst	2Story	Typical	265323
875	7	3267	4	3	0	2019	2019	1606	3	641	23542	Somerst	1.5Fin		642939
876	6	4461	4	3	0	1960	2005	488	1	325	8022	CollgCr	SLvl	Fair	532866
877	6	3901	4	1	0	1962	2024	2409	3	303	2739	NAmes	2Story	Fair	496226
878	8	962	2	1	0	1955	1998	1924	3	163	7622	NAmes	1.5Fin	Fair	385233
879	6	4450	1	2	1	2022	2022	261	0	563	3972	NAmes	1.5Fin	Typical	551761
880	7	3080	1	2	1	1987	1987	2230	2	659	19251	Somerst	1Story	Fair	536744
881	1	1136	5	1	0	1967	1980	630	2	350	29226	Somerst	1Story	Poor	236564
882	9	2240	2	3	0	1956	2015	1364	1	527	6279	Edwards	1.5Fin	Excellent	571370
883	5	4164	3	2	1	1981	1981	213	2	476	22273		1Story	Good	507716
884	2	2011	3	2	0	2004	2004	264	3	271	11837	CollgCr	SLvl	Poor	291822
885	9	1153	1	1	0	2025	2025	603	2	692	3547	CollgCr	1.5Fin	Good	479962
886	8	3988	3	3	0	1991	1995	1336	3	554	21105	NAmes	1.5Fin		610413
887	1	4308	1	1	1	1996	1997	1357	3	65	7482	Somerst	2Story	Poor	443012
888	2	4400	1	3	0	2013	2024	2139	3	493	16140	NAmes	2Story	Typical	475209
889	1	4319	1	2	0	2018	2020	413	3	389	15953	NAmes	2Story	Good	414680
890	3	3979	5	3	1	1971	1990	1874	0	796	18523	Somerst	1.5Fin		456186
891	1	2263	3	1	0	2025	2025	14	0	306	5346	Edwards	2Story	Fair	229438
892	8	1188	5	1	0	1989	2010	728	0	956	8651	OldTown	2Story	Excellent	400051
893	6	2930	3	3	0	2020	2020	437	0	615	22515	CollgCr	1Story	Fair	483440
894	10	1305	2	3	1	1958	1995	309	2	130	28083	NAmes	1.5Fin	Poor	440808
895	8	2340	4	2	1	1957	1986	1461	2	403	1834	OldTown	1.5Fin	Typical	463591
896	7	3090	5	1	1	2017	2017	2252	1	884	13295	OldTown	1.5Fin	Good	522451
897	6	4281	3	3	0	2001	2010	1668	0	254	26620	Edwards	2Story	Excellent	608352
898	1	1585	1	2	0	1963	1999	2136	2	705	9678		1Story	Good	244545
899	1	1433	2	3	1	2018	2018	1479	1	784	14257	CollgCr	2Story	Poor	275979
900	7	3413	5	3	1	1957	2002	134	3	693	27274	NAmes	2Story	Excellent	566083
901	1	426	3	3	0	2001	2001	865	0	90	29116	OldTown	1Story	Good	179238
902	1	2722	5	3	1	1965	1967	2060	1	374	20176	CollgCr	SLvl	Good	421161
903	3	3459	3	3	1	1955	1971	110	0	348	21283	CollgCr	2Story	Excellent	467690
904	9	2659	1	2	1	2011	2011	243	1	344	18998	Edwards	2Story	Good	525869
905	5	1974	5	1	1	2014	2014	2085	3	879	9583	OldTown	1.5Fin	Fair	447999
906	8	3797	4	2	0	1958	1968	158	1	5	26772	CollgCr	SLvl	Typical	546408
907	5	1921	4	3	0	1957	2016	2399	1	539	2471	Somerst	2Story	Typical	459342
908	2	3313	5	3	0	1996	2024	1897	1	983	3168	OldTown	1.5Fin	Typical	346064
909	4	2303	1	2	0	1952	1997	1663	1	876	18651		1Story	Good	352978
910	1	508	5	3	1	2006	2006	1341	2	607	25374	OldTown	1.5Fin	Good	209133
911	8	2575	2	1	1	2019	2021	223	3	998	24706	NAmes	1Story	Poor	501189
912	2	602	5	2	1	2007	2007	1036	2	402	20819	OldTown	1Story	Typical	225194
913	4	4217	1	2	0	1967	1982	2020	2	611	12224	Edwards	1.5Fin	Poor	433598
914	10	2866	3	3	1	1964	2015	2260	1	544	11760	NAmes	1Story		615477
915	6	1925	4	1	0	2001	2001	1117	0	47	13631	Edwards	1Story	Typical	366078
916	5	2393	1	1	1	1954	1968	2099	2	40	8806	NAmes	1Story	Fair	379126
